Server,Player Name,Troop ATK,Troop HP,Troop DEF,Troop DMG,Troop DMG Recv,Troop ATK Bless,Troop PROT Bless,Infantry ATK,Infantry HP,Infantry DEF,Infantry DMG,Infantry DMG Recv,Infantry ATK Bless,Infantry PROT Bless,Archer ATK,Archer HP,Archer DEF,Archer DMG,Archer DMG Recv,Archer ATK Bless,Archer PROT Bless,Cav ATK,Cav HP,Cav DEF,Cav DMG,Cav DMG Recv,Cav ATK Bless,Cav PROT Bless,Siege ATK,Siege HP,Siege DEF,Siege DMG,Siege DMG Recv,Siege ATK Bless,Siege PROT Bless,Lethal %
K159,(ROC)Makaveli,404.96%,254.00%,295.85%,43.75%,-43.75%,600.00%,179.82%,793.70%,2011.04%,1302.57%,49.00%,-77.75%,184.00%,700.00%,2654.05%,1954.70%,1048.00%,167.25%,-144.75%,426.00%,269.00%,1306.00%,991.00%,646.70%,161.00%,-136.50%,344.00%,243.00%,1015.70%,669.70%,472.00%,59.00%,-49.00%,181.00%,148.00%,24.00%
K159,(ROC)Ghost,327.71%,235.10%,268.60%,43.75%,-41.50%,600.00%,205.60%,851.70%,1616.54%,1103.07%,105.75%,-107.75%,69.00%,323.00%,2523.05%,1852.70%,931.00%,166.75%,-136.75%,565.00%,315.00%,1206.00%,1016.00%,664.70%,140.25%,-134.75%,340.00%,129.00%,1038.70%,578.70%,338.00%,44.50%,-45.00%,66.00%,52.00%,22.00%
K159,(ROC)舔羊狒狒,428.96%,332.85%,362.85%,43.75%,-43.75%,558.52%,600.00%,1008.70%,2125.04%,1462.57%,144.75%,-173.50%,406.00%,700.00%,2641.05%,2160.70%,1264.00%,152.75%,-144.75%,700.00%,546.00%,1388.00%,1298.00%,971.70%,152.75%,-142.75%,700.00%,534.00%,1115.70%,956.70%,732.00%,152.75%,-142.75%,522.00%,331.00%,22.50%
K159,(ROC)Alex885,330.71%,258.60%,265.60%,41.50%,-41.50%,378.48%,148.04%,1040.70%,1443.62%,1338.99%,142.75%,-140.25%,137.00%,275.00%,2291.05%,1136.00%,950.70%,152.00%,-136.75%,395.00%,185.00%,1211.00%,1034.00%,625.35%,145.75%,-124.75%,131.00%,88.00%,1007.05%,598.20%,323.50%,46.00%,-25.00%,85.00%,73.00%,21.00%
K159,(ROC)maybeOksana,311.21%,244.10%,264.60%,37.50%,-39.00%,296.04%,58.64%,811.70%,1587.04%,1113.57%,136.50%,-140.25%,135.00%,170.00%,2380.30%,1794.70%,899.00%,147.00%,-143.50%,291.00%,232.00%,936.75%,937.00%,577.70%,31.15%,-32.00%,109.00%,81.00%,799.95%,537.70%,322.00%,27.15%,-25.00%,51.00%,42.00%,18.50%
K159,(ROC)noè220,174.21%,145.10%,138.90%,30.40%,-31.15%,82.92%,87.96%,740.20%,1164.55%,838.50%,83.40%,-86.90%,69.00%,69.00%,1604.85%,1060.50%,764.00%,105.35%,-108.00%,60.00%,60.00%,735.50%,709.50%,388.35%,55.65%,-62.50%,38.50%,33.00%,785.20%,466.20%,238.50%,55.60%,-46.10%,33.00%,26.00%,12.00%
K159,(ROC)LegëndCR7,324.60%,259.10%,228.50%,41.50%,-5.51%,551.04%,78.04%,1034.70%,1515.62%,1135.57%,61.50%,-67.00%,181.00%,25.00%,2449.05%,1722.20%,1103.00%,162.75%,-148.75%,476.00%,297.00%,1472.50%,1029.00%,595.70%,132.00%,-128.50%,67.00%,59.00%,1460.00%,393.00%,1001.00%,56.50%,-45.00%,253.00%,147.00%,22.00%
K159,(ROC)JOO,284.71%,234.00%,238.60%,40.00%,-40.00%,168.76%,106.76%,1663.70%,1828.92%,1401.63%,141.00%,-138.25%,182.00%,159.00%,1355.50%,1000.00%,625.35%,122.00%,-124.50%,93.00%,67.00%,1384.35%,1096.00%,770.50%,143.25%,-120.50%,162.00%,104.00%,842.70%,942.70%,352.50%,119.70%,-103.20%,80.00%,69.00%,20.00%
K159,(SEA)Jan,433.96%,324.85%,338.85%,41.50%,-41.50%,476.32%,600.00%,2116.70%,2801.55%,1848.57%,178.75%,-188.25%,261.00%,700.00%,2479.35%,1786.00%,865.00%,173.75%,-172.50%,700.00%,428.00%,1126.00%,1181.50%,1089.85%,128.00%,-107.00%,239.00%,180.00%,1029.20%,1300.70%,764.50%,146.50%,-136.50%,210.00%,106.00%,25.00%
K159,(SEA)Brewer,301.21%,232.10%,258.60%,40.00%,-40.00%,214.66%,106.70%,928.20%,1654.54%,1211.57%,134.75%,-142.00%,87.00%,166.00%,2367.05%,1706.70%,667.00%,146.00%,-136.75%,240.00%,160.00%,1012.50%,978.00%,665.20%,71.00%,-65.50%,83.00%,74.00%,841.70%,569.20%,298.00%,29.71%,-26.20%,47.00%,37.00%,20.50%
K159,(SEA)player123,372.21%,249.60%,282.10%,40.00%,-40.00%,423.00%,126.00%,762.20%,1780.05%,1337.57%,142.75%,-146.25%,79.00%,346.00%,2580.05%,1854.70%,940.00%,160.50%,-144.75%,524.00%,221.00%,1128.00%,1032.00%,762.70%,134.75%,-124.75%,234.00%,105.00%,925.20%,666.70%,411.50%,41.00%,-25.00%,67.00%,44.00%,23.00%
K159,(SEA)player789,260.21%,184.10%,230.60%,39.00%,-39.00%,264.84%,50.44%,545.70%,1386.54%,911.57%,27.00%,-39.85%,32.50%,78.00%,2320.80%,1697.70%,723.00%,133.35%,-114.00%,211.00%,90.50%,915.75%,933.00%,648.70%,25.50%,-31.00%,78.00%,32.00%,833.45%,534.70%,243.00%,28.85%,-23.00%,24.50%,19.00%,20.00%
K159,(SEA)CeaserAugusto,304.10%,218.10%,267.10%,40.00%,-40.00%,358.34%,48.94%,700.20%,864.57%,1208.12%,49.00%,-58.75%,90.00%,258.00%,1947.00%,1511.35%,1113.85%,154.25%,-146.50%,315.00%,151.00%,1911.55%,1392.70%,365.50%,117.25%,-93.00%,134.00%,83.00%,1043.00%,370.50%,895.00%,38.50%,-25.00%,61.00%,53.00%,22.00%
K159,(SEA)Deyva,281.98%,248.98%,272.98%,41.50%,-40.00%,408.88%,231.56%,1069.00%,2078.92%,1355.58%,120.50%,-141.75%,85.00%,199.00%,1354.00%,960.00%,682.00%,81.50%,-83.75%,90.00%,56.00%,2389.70%,1661.00%,1603.70%,157.00%,-130.75%,378.00%,251.00%,1475.35%,656.00%,961.50%,58.50%,-29.00%,90.00%,56.00%,22.50%
K159,(SEA)BobiD,367.46%,262.60%,295.10%,43.75%,-41.50%,600.00%,205.85%,1389.00%,2307.34%,1502.57%,144.75%,-155.50%,171.00%,470.00%,2422.70%,1843.70%,1018.00%,167.25%,-144.75%,461.00%,297.00%,1266.00%,1080.50%,960.85%,152.75%,-128.75%,185.00%,165.00%,1119.20%,1011.70%,430.50%,61.00%,-27.00%,111.00%,93.00%,23.50%
K159,(SEA)leilaa,271.48%,240.48%,261.48%,40.00%,-39.00%,450.96%,171.12%,1550.20%,1803.50%,1544.20%,128.50%,-132.25%,84.00%,261.00%,1778.00%,1044.50%,838.85%,150.25%,-130.50%,305.00%,162.00%,1869.35%,1254.50%,749.50%,139.00%,-126.50%,282.00%,177.00%,1215.50%,686.00%,909.50%,43.50%,-25.00%,93.00%,75.00%,22.50%
K159,(SEA)CiTeK,348.71%,231.60%,261.10%,41.50%,-40.00%,332.24%,312.50%,635.70%,1858.54%,1340.57%,142.75%,-145.00%,75.00%,358.00%,2553.05%,1890.70%,1012.50%,166.75%,-148.75%,429.00%,207.00%,933.00%,907.00%,589.70%,62.25%,-38.50%,92.00%,73.00%,898.20%,613.70%,412.50%,51.00%,-25.00%,85.00%,53.00%,22.00%
K159,(SEA)Arecki,313.21%,228.60%,245.60%,41.50%,-41.50%,328.76%,215.56%,601.70%,1695.54%,1229.57%,128.50%,-141.50%,98.00%,175.00%,2410.05%,1794.70%,900.00%,152.75%,-126.75%,341.00%,202.00%,1044.00%,951.00%,629.70%,138.51%,-122.50%,67.00%,59.00%,866.70%,572.20%,279.00%,45.00%,-23.00%,59.00%,53.00%,20.00%
K159,(SEA)Boo,307.71%,242.60%,274.60%,37.50%,-41.50%,268.00%,139.10%,1186.00%,2109.34%,1170.57%,136.50%,-146.75%,99.00%,229.00%,2126.95%,1619.70%,899.00%,145.50%,-134.75%,266.00%,232.00%,1018.00%,964.50%,805.85%,50.90%,-41.00%,138.00%,136.00%,856.20%,941.20%,364.00%,32.50%,-39.00%,100.00%,59.00%,16.00%

