Server,Player Name,Troop ATK,Troop HP,Troop DEF,Troop DMG,Troop DMG Recv,Troop ATK Bless,Troop PROT Bless,Infantry ATK,Infantry HP,Infantry DEF,Infantry DMG,Infantry DMG Recv,Infantry ATK Bless,Infantry PROT Bless,Archer ATK,Archer HP,Archer DEF,Archer DMG,Archer DMG Recv,Archer ATK Bless,Archer PROT Bless,Cav ATK,Cav HP,Cav DEF,Cav DMG,Cav DMG Recv,Cav ATK Bless,Cav PROT Bless,Siege ATK,Siege HP,Siege DEF,Siege DMG,Siege DMG Recv,Siege ATK Bless,Siege PROT Bless,Lethal %
K132,(STA)刘奇辉,302.21%,232.10%,252.10%,39.00%,-39.00%,321.28%,157.88%,731.70%,1410.54%,936.07%,120.50%,-138.00%,68.00%,198.00%,2228.05%,1636.70%,788.00%,144.00%,-126.50%,316.00%,163.00%,1398.00%,1082.00%,927.70%,126.00%,-118.50%,192.00%,114.00%,839.20%,554.70%,310.50%,44.20%,-40.70%,44.00%,34.00%,20.00%
K132,(STA)林小空,462.85%,382.85%,372.85%,43.75%,-43.75%,600.00%,601.00%,1059.70%,1623.49%,1421.70%,144.75%,-161.00%,588.00%,700.00%,2249.00%,1815.00%,1262.35%,159.00%,-144.75%,682.00%,418.00%,2550.05%,1857.00%,1465.70%,159.00%,-149.00%,626.00%,379.00%,1845.35%,851.00%,1525.50%,146.50%,-136.50%,520.00%,296.00%,21.50%
K132,(STA)夏满沫,325.85%,294.85%,327.35%,43.75%,-41.50%,553.08%,432.04%,834.70%,1207.34%,1474.70%,142.75%,-154.50%,159.00%,387.00%,1318.70%,884.70%,1087.35%,159.00%,-144.75%,498.00%,289.00%,2603.05%,1907.35%,1431.70%,161.00%,-136.75%,498.00%,328.00%,1402.85%,414.00%,1093.50%,62.40%,-44.40%,169.00%,70.00%,21.50%
K132,(STA)KoSMo,285.60%,254.10%,287.10%,41.50%,-41.50%,395.16%,221.32%,675.20%,1346.07%,1669.12%,120.50%,-149.75%,89.00%,329.00%,1476.00%,1223.35%,974.35%,138.50%,-122.50%,167.00%,124.00%,2381.05%,1735.20%,902.50%,150.75%,-132.50%,366.00%,236.00%,1200.00%,353.50%,961.00%,47.00%,-25.00%,83.00%,67.00%,23.00%
K132,(STA)偷偷告诉你,330.35%,261.35%,285.35%,43.75%,-41.50%,600.00%,328.68%,907.70%,912.92%,1378.12%,134.75%,-148.75%,104.00%,503.00%,1695.70%,976.05%,1306.85%,157.50%,-136.75%,522.00%,327.00%,2315.55%,1852.70%,1117.35%,157.25%,-136.75%,507.00%,243.00%,1131.00%,370.00%,932.50%,59.00%,-41.00%,111.00%,81.00%,22.00%
K132,(STA)帝辛Godme,281.10%,242.10%,291.10%,41.50%,-33.30%,583.00%,109.00%,1155.00%,1389.50%,893.49%,47.00%,-51.75%,100.00%,383.00%,1922.00%,1244.35%,954.50%,144.75%,-123.50%,370.00%,195.00%,2033.20%,1579.70%,1030.00%,146.75%,-138.50%,369.00%,195.00%,1339.00%,570.00%,789.00%,51.00%,-41.00%,106.00%,76.00%,21.50%
K132,(STA)大大鬼,348.96%,238.60%,259.60%,41.50%,-41.50%,462.28%,258.64%,777.70%,1767.54%,1252.07%,135.00%,-145.75%,90.00%,213.00%,2377.05%,1780.70%,871.00%,153.00%,-130.50%,462.00%,234.00%,1175.00%,1188.00%,860.70%,134.75%,-130.75%,89.00%,63.00%,883.70%,600.70%,336.50%,37.00%,-25.00%,65.00%,52.00%,22.00%
K132,(STA)啊~瑟,311.21%,218.60%,242.60%,41.50%,-40.00%,370.00%,232.28%,716.70%,1649.54%,1177.07%,124.50%,-141.75%,91.00%,182.00%,2276.55%,1682.20%,796.00%,150.75%,-130.50%,345.00%,187.00%,1142.00%,1063.00%,664.70%,142.50%,-124.50%,78.00%,64.00%,989.70%,538.70%,266.50%,47.00%,-25.00%,63.00%,55.00%,20.50%
K132,(STA)dicky剑,422.85%,362.85%,392.85%,43.75%,-47.50%,600.00%,600.00%,1386.70%,1538.49%,1386.70%,136.50%,-175.75%,406.00%,700.00%,2438.00%,1562.00%,1215.35%,171.50%,-144.75%,700.00%,492.00%,2786.05%,1522.00%,1074.70%,180.25%,-173.00%,700.00%,428.00%,2290.35%,694.00%,1353.50%,170.50%,-160.50%,621.00%,336.00%,22.00%
K132,(STA)你怎么急的像狼狗,338.21%,251.60%,295.60%,41.50%,-41.50%,522.24%,244.88%,599.70%,1627.12%,1335.49%,136.50%,-149.75%,86.00%,282.00%,2574.05%,1634.00%,1095.70%,160.50%,-136.75%,329.00%,212.00%,1232.00%,1258.00%,807.35%,152.25%,-128.50%,227.00%,125.00%,1160.55%,515.70%,395.50%,47.00%,-25.00%,104.00%,77.00%,22.50%
K132,(STA)瞌睡大王,312.60%,258.10%,285.10%,41.50%,-43.75%,557.16%,271.20%,809.70%,1029.07%,1360.12%,142.75%,-148.25%,142.00%,470.00%,2046.00%,1365.35%,1280.85%,154.50%,-144.75%,485.00%,283.00%,2253.55%,1868.70%,1069.00%,154.25%,-140.75%,313.00%,136.00%,1325.00%,400.00%,958.50%,138.50%,-128.50%,102.00%,76.00%,23.00%
K132,(STA)門斗徒,261.71%,217.10%,231.10%,38.50%,-38.50%,222.64%,229.88%,595.20%,1526.54%,1037.00%,117.50%,-138.50%,60.00%,249.00%,2125.05%,1585.20%,706.50%,136.75%,-132.50%,257.00%,142.00%,1088.50%,907.50%,568.70%,33.00%,-31.00%,90.00%,49.00%,763.70%,491.70%,289.50%,27.00%,-23.00%,65.00%,45.00%,20.00%
K132,(STA)『半生·烟火』,406.85%,299.85%,345.35%,43.75%,-43.75%,600.00%,600.00%,983.70%,1345.49%,1243.70%,144.75%,-170.00%,438.00%,644.00%,2129.00%,1385.00%,1627.35%,159.00%,-134.75%,535.00%,321.00%,2756.05%,1783.00%,1414.70%,159.00%,-144.75%,537.00%,332.00%,1640.35%,695.00%,1299.50%,157.50%,-136.50%,390.00%,152.00%,25.00%
