Server,Player Name,Troop ATK,Troop HP,Troop DEF,Troop DMG,Troop DMG Recv,Troop ATK Bless,Troop PROT Bless,Infantry ATK,Infantry HP,Infantry DEF,Infantry DMG,Infantry DMG Recv,Infantry ATK Bless,Infantry PROT Bless,Archer ATK,Archer HP,Archer DEF,Archer DMG,Archer DMG Recv,Archer ATK Bless,Archer PROT Bless,Cav ATK,Cav HP,Cav DEF,Cav DMG,Cav DMG Recv,Cav ATK Bless,Cav PROT Bless,Siege ATK,Siege HP,Siege DEF,Siege DMG,Siege DMG Recv,Siege ATK Bless,Siege PROT Bless,Lethal %
K162,(aaa)珍珠米,283.10%,237.60%,265.60%,38.50%,-38.50%,358.92%,213.98%,803.70%,1187.57%,1629.12%,120.50%,-130.50%,110.00%,194.00%,1482.00%,139.50%,849.35%,28.00%,-28.00%,482.00%,310.00%,2221.05%,1698.70%,881.00%,134.00%,-121.00%,308.00%,164.00%,1241.00%,360.50%,872.00%,25.00%,-25.00%,47.00%,68.00%,21.00%
K162,(aaa)戌犬大郎,326.35%,230.10%,267.10%,41.50%,-41.50%,392.04%,136.80%,1182.50%,1771.57%,1304.49%,142.75%,-148.75%,74.00%,253.00%,1846.50%,1388.85%,807.50%,156.50%,-136.75%,389.00%,222.00%,2027.70%,1759.70%,1206.00%,142.25%,-136.75%,301.00%,184.00%,1241.00%,656.50%,872.00%,85.00%,-83.00%,70.00%,45.00%,23.00%
K162,(aaa)极品辣椒,319.60%,253.10%,293.60%,41.50%,-40.00%,591.00%,152.52%,792.70%,1179.42%,1639.12%,136.50%,-154.00%,66.00%,208.00%,1339.70%,927.05%,980.85%,154.25%,-152.00%,453.00%,203.00%,2314.55%,1821.70%,1066.35%,149.25%,-128.75%,285.00%,112.00%,1036.00%,336.50%,952.00%,25.00%,-21.00%,67.00%,39.00%,22.00%
K162,(aaa)成王败大佐,353.85%,295.10%,285.60%,43.75%,-41.50%,524.48%,325.32%,1076.70%,1553.57%,1905.12%,168.75%,-178.25%,311.00%,521.00%,2061.50%,1531.35%,1115.35%,186.75%,-170.50%,447.00%,447.00%,2523.05%,2000.70%,1205.00%,185.00%,-144.75%,453.00%,203.00%,1521.00%,716.50%,1156.00%,152.75%,-140.75%,81.00%,100.00%,24.00%
K162,(aaa)NARUTO,492.85%,372.85%,412.85%,43.75%,-43.75%,601.00%,600.00%,2231.20%,2753.50%,2019.20%,186.50%,-199.75%,700.00%,700.00%,2503.00%,1554.00%,1221.00%,201.50%,-166.75%,700.00%,700.00%,2622.35%,1601.00%,1193.00%,191.75%,-159.75%,700.00%,700.00%,1974.00%,1164.50%,1619.00%,191.50%,-160.50%,700.00%,700.00%,20.50%
K162,(aaa)Winterfell,348.10%,309.10%,321.60%,39.00%,-38.50%,379.76%,325.88%,801.20%,1243.07%,1673.62%,138.25%,-138.25%,302.00%,630.00%,1559.00%,1333.35%,1190.35%,140.25%,-136.75%,505.00%,280.00%,2352.05%,1664.70%,887.00%,142.25%,-122.75%,630.00%,369.00%,1430.00%,625.50%,1185.00%,112.50%,-112.50%,452.00%,218.00%,20.00%
K162,(aaa)一心一亿,353.85%,278.85%,282.85%,43.75%,-41.50%,342.32%,331.32%,972.70%,1173.42%,1740.55%,142.75%,-151.00%,209.00%,331.00%,1306.20%,1036.35%,163.00%,38.50%,-39.00%,389.00%,240.00%,2144.05%,1787.70%,1148.35%,135.50%,-136.75%,223.00%,111.00%,972.00%,619.50%,1003.00%,146.50%,-128.50%,81.00%,60.00%,22.00%
K162,(aaa)PAJDAA,255.10%,219.60%,257.10%,39.00%,-31.40%,314.40%,119.92%,736.20%,897.57%,1244.42%,26.00%,-39.00%,267.00%,236.00%,1233.00%,1031.85%,845.00%,39.00%,-26.00%,200.00%,109.00%,1972.75%,1340.80%,335.50%,131.00%,-119.00%,218.00%,101.50%,1032.00%,284.00%,752.00%,33.00%,-21.00%,49.50%,40.50%,20.00%
K162,(aaa)foreverSparta,230.10%,255.60%,245.60%,37.50%,-41.50%,263.00%,204.00%,638.50%,1088.57%,1363.42%,128.50%,-145.75%,114.00%,182.00%,1499.75%,1273.35%,867.50%,48.25%,-47.25%,198.00%,113.00%,1657.95%,1245.20%,456.50%,128.50%,-131.00%,121.00%,72.00%,1030.25%,336.50%,760.00%,25.00%,-25.00%,68.00%,17.00%,17.00%
K162,(aaa)Asleguer,283.60%,235.10%,273.10%,40.00%,-40.00%,316.72%,252.32%,604.70%,1138.07%,1481.62%,120.50%,-139.75%,136.00%,212.00%,1317.00%,1017.35%,687.35%,44.50%,-44.50%,244.00%,132.00%,2121.05%,1589.70%,734.00%,141.75%,-130.50%,431.00%,250.00%,1241.00%,360.50%,952.00%,27.00%,-27.00%,133.00%,70.00%,20.00%
K162,(aaa)perroSánchez,284.10%,252.10%,271.10%,41.50%,-41.50%,252.92%,186.92%,913.70%,1088.57%,1514.12%,134.50%,-147.75%,123.00%,282.00%,1528.00%,1177.35%,807.35%,59.25%,-59.25%,316.00%,176.00%,1995.05%,1613.70%,806.00%,144.75%,-128.75%,140.00%,140.00%,1171.50%,432.50%,875.50%,23.00%,-23.00%,89.00%,67.00%,20.00%
